block_id,section_id,date,maintenance_type,planned_start,planned_end,planned_duration_min,required_asset_type,priority,weather,actual_duration_min,overrun_min,overrun_flag
B12553,BGAE-SOAE,2023-12-04,Track Repair,00:00,03:18,198.8,Tamping Machine,Low,Clear,190.8,-7.9,0
B04412,MGS-PNBE,2023-12-04,Points Renewal,22:00,01:59,239.8,Rail Crane,Low,Extreme Heat,227.2,-12.5,0
B11788,AKV-ST,2023-12-04,Rail Welding,02:00,03:49,109.9,Rail Crane,Low,Clear,104.3,-5.5,0
B05475,CDG-UMB,2023-12-04,Signal Maintenance,00:00,01:27,87.1,Tower Wagon,Low,Fog,102.0,14.9,1
B12759,MYHT-TNX,2023-12-04,Track Stabilization,23:00,02:10,190.7,Dynamic Track Stabilizer,Low,Clear,210.2,19.5,1
B07103,AKRD-CCH,2023-12-04,Signal Maintenance,00:00,01:16,76.4,Tower Wagon,Low,Clear,120.1,43.7,1
B05966,KOTA-RMA,2023-12-04,OHE Maintenance,23:00,01:39,159.2,OHE Maintenance Special,Low,Heavy Rain,170.2,11.0,1
B02878,ASO-ATG,2023-12-04,Points Renewal,02:00,05:18,198.4,Rail Crane,Low,Clear,224.4,25.9,1
B12703,BHPA-SNU,2023-12-04,Signal Maintenance,00:00,01:25,85.6,Tower Wagon,Low,Light Rain,87.5,1.9,0
B13565,BBQ-MMCC,2023-12-04,Signal Maintenance,22:00,23:26,86.1,Tower Wagon,High,Clear,106.9,20.9,1
B03658,BGF-MYM,2023-12-04,Rail Welding,01:00,02:35,95.4,Rail Crane,Low,Fog,93.6,-1.7,0
B11457,ASN-DGR,2023-12-04,Track Repair,23:00,01:44,164.5,Tamping Machine,Low,Fog,182.9,18.4,1
B04806,BRP-KYP,2023-12-04,Points Renewal,04:00,07:52,232.5,Rail Crane,Low,Clear,241.3,8.8,0
B14639,LDH-PGW,2023-12-04,Track Stabilization,22:00,00:11,131.1,Dynamic Track Stabilizer,Low,Heavy Rain,157.8,26.8,1
B14392,JET-SC,2023-12-05,Points Renewal,23:00,02:46,226.1,Rail Crane,Low,Light Rain,201.1,-25.0,0
B10683,HW-RK,2023-12-05,Signal Maintenance,01:00,02:13,73.2,Tower Wagon,Low,Clear,112.1,39.0,1
B04739,KYN-SHAD,2023-12-05,Track Repair,23:00,01:43,163.3,Tamping Machine,Low,Clear,178.4,15.1,1
B12006,AIPP-ENR,2023-12-05,Signal Maintenance,01:00,02:39,99.0,Tower Wagon,Medium,Fog,111.1,12.0,1
B08045,BDTS-BVI,2023-12-05,OHE Maintenance,03:00,05:44,164.2,OHE Maintenance Special,Low,Clear,174.2,9.9,0
B07400,BGJT-JDP,2023-12-05,Signal Maintenance,00:00,01:30,90.9,Tower Wagon,Medium,Clear,87.1,-3.8,0
B13164,BRP-MAK,2023-12-05,Points Renewal,00:00,04:17,257.5,Rail Crane,Medium,Clear,246.6,-11.0,0
B02967,MJ-PMY,2023-12-05,Ballast Renewal,23:00,02:23,203.9,Ballast Regulator,Low,Clear,213.7,9.7,0
B01653,DH-GURN,2023-12-05,OHE Maintenance,03:00,05:04,124.5,OHE Maintenance Special,Low,Clear,152.2,27.7,1
B06452,GTL-GY,2023-12-05,Ballast Renewal,00:00,04:37,277.6,Ballast Regulator,Low,Light Rain,278.3,0.7,0
B14229,CNB-ON,2023-12-05,Track Repair,04:00,07:26,206.6,Tamping Machine,Low,Fog,238.4,31.8,1
B05635,CSMT-PNVL,2023-12-05,Track Repair,02:00,05:11,191.5,Tamping Machine,Medium,Light Rain,191.3,-0.2,0
B05671,SBB-VVB,2023-12-05,Rail Welding,01:00,02:28,88.9,Rail Crane,Low,Clear,63.9,-25.0,0
B00419,BHC-BLS,2023-12-05,Rail Welding,00:00,01:57,117.4,Rail Crane,Low,Light Rain,136.1,18.7,1
B00383,PRES-PTMS,2023-12-05,Track Repair,01:00,04:46,226.3,Tamping Machine,Low,Clear,265.9,39.5,1
B13188,BY-SNRD,2023-12-05,Track Repair,23:00,02:33,213.7,Tamping Machine,High,Clear,259.5,45.8,1
B05258,MJ-PMY,2023-12-06,Signal Maintenance,22:00,23:25,85.4,Tower Wagon,Low,Clear,102.3,16.9,1
B14712,DBG-LSI,2023-12-06,Points Renewal,01:00,04:53,233.9,Rail Crane,Low,Clear,208.9,-25.0,0
B12362,DEA-SHE,2023-12-06,Track Stabilization,02:00,05:04,184.0,Dynamic Track Stabilizer,Low,Clear,206.3,22.3,1
B05050,ABU-AVD,2023-12-06,Track Stabilization,00:00,02:12,132.7,Dynamic Track Stabilizer,Low,Fog,148.7,16.0,1
B07668,KYQ-RNY,2023-12-06,Track Repair,04:00,06:26,147.0,Tamping Machine,Low,Clear,164.0,17.1,1
B07494,GHY-KYQ,2023-12-06,Track Stabilization,00:00,02:37,157.6,Dynamic Track Stabilizer,Low,Clear,165.7,8.2,0
B07782,FDB-FDN,2023-12-06,Signal Maintenance,23:00,00:35,95.5,Tower Wagon,Low,Light Rain,87.4,-8.1,0
B05730,BY-SNRD,2023-12-06,Track Repair,02:00,04:52,172.8,Tamping Machine,High,Heavy Rain,198.8,26.0,1
B13445,BPQ-CD,2023-12-06,Rail Welding,01:00,02:19,79.7,Rail Crane,Low,Clear,66.1,-13.5,0
B02881,BZA-TEL,2023-12-06,Ballast Renewal,00:00,02:44,164.0,Ballast Regulator,Low,Clear,203.5,39.5,1
B12900,AK-BSL,2023-12-06,Track Repair,23:00,02:13,193.9,Tamping Machine,Low,Light Rain,232.5,38.7,1
B13269,FL-KSG,2023-12-06,Track Repair,22:00,00:44,164.1,Tamping Machine,Low,Heavy Rain,203.6,39.4,1
B11734,GWL-MRA,2023-12-06,Track Repair,01:00,03:56,176.5,Tamping Machine,Low,Heavy Rain,226.6,50.1,1
B01166,CGL-SKL,2023-12-06,Signal Maintenance,23:00,00:37,97.9,Tower Wagon,Low,Clear,78.2,-19.7,0
B00656,BL-ST,2023-12-06,OHE Maintenance,00:00,02:41,161.5,OHE Maintenance Special,Low,Light Rain,175.8,14.4,1
B07973,HAUR-RDU,2023-12-06,Track Stabilization,03:00,05:37,157.5,Dynamic Track Stabilizer,Low,Clear,157.9,0.4,0
B01382,UMB-YJUD,2023-12-06,Rail Welding,03:00,04:01,61.1,Rail Crane,Low,Clear,68.4,7.3,0
B02536,BZA-OGL,2023-12-06,Points Renewal,00:00,03:19,199.2,Rail Crane,Low,Light Rain,189.3,-10.0,0
B04631,BST-GD,2023-12-06,OHE Maintenance,01:00,03:38,158.4,OHE Maintenance Special,Low,Light Rain,140.6,-17.8,0
B03412,BUD-VGI,2023-12-07,Ballast Renewal,03:00,06:38,218.4,Ballast Regulator,Low,Heavy Rain,210.8,-7.6,0
B06306,DBT-HGA,2023-12-07,OHE Maintenance,23:00,01:20,140.8,OHE Maintenance Special,Low,Fog,151.6,10.8,1
B02327,CNB-CPB,2023-12-07,Ballast Renewal,22:00,01:37,217.5,Ballast Regulator,Low,Clear,215.0,-2.6,0
B14425,JGDL-KNR,2023-12-07,Rail Welding,02:00,03:26,86.2,Rail Crane,Medium,Clear,85.0,-1.2,0
B08641,NSF-SIU,2023-12-07,Signal Maintenance,22:00,23:36,96.3,Tower Wagon,Low,Clear,112.0,15.7,1
B13386,FNB-NCHS,2023-12-07,Points Renewal,22:00,01:43,223.2,Rail Crane,Medium,Clear,248.3,25.1,1
B03581,DI-KOPR,2023-12-07,Rail Welding,04:00,05:04,64.9,Rail Crane,Medium,Clear,64.1,-0.9,0
B03016,BNAA-BNJ,2023-12-07,Signal Maintenance,22:00,23:25,85.5,Tower Wagon,Low,Clear,104.8,19.3,1
B11542,ANG-DD,2023-12-07,Track Repair,00:00,03:22,202.2,Tamping Machine,Low,Clear,203.1,0.8,0
B12826,AJJ-PLMG,2023-12-07,Track Repair,22:00,01:00,180.8,Tamping Machine,Low,Clear,183.8,3.0,0
B00479,NSF-SIU,2023-12-07,Ballast Renewal,22:00,02:02,242.3,Ballast Regulator,Low,Fog,269.9,27.6,1
B05899,ASO-ATG,2023-12-07,Points Renewal,02:00,05:13,193.9,Rail Crane,Low,Fog,215.3,21.4,1
B13651,ANGL-TLHD,2023-12-08,Signal Maintenance,04:00,05:49,109.4,Tower Wagon,Low,Fog,93.4,-15.9,0
B02733,AVD-HC,2023-12-08,Points Renewal,03:00,06:46,226.4,Rail Crane,Medium,Clear,260.5,34.1,1
B07898,BHP-PNE,2023-12-08,OHE Maintenance,22:00,00:45,165.8,OHE Maintenance Special,Low,Clear,179.1,13.3,1
B00459,GRWD-TGN,2023-12-08,Track Stabilization,01:00,03:25,145.6,Dynamic Track Stabilizer,Low,Light Rain,186.7,41.1,1
B08786,BFZ-PSAE,2023-12-08,Ballast Renewal,22:00,02:02,243.0,Ballast Regulator,Low,Clear,295.9,53.0,1
B08934,ABH-ULNR,2023-12-08,Track Stabilization,22:00,00:01,121.6,Dynamic Track Stabilizer,Medium,Clear,132.1,10.6,1
B14342,ABY-SHAD,2023-12-08,OHE Maintenance,01:00,03:12,132.6,OHE Maintenance Special,Low,Light Rain,151.6,19.0,1
B12923,KMST-MVL,2023-12-08,Points Renewal,22:00,01:47,228.0,Rail Crane,Low,Heavy Rain,280.1,52.1,1
B06322,JAT-UHP,2023-12-08,Signal Maintenance,04:00,05:41,101.7,Tower Wagon,Low,Light Rain,123.0,21.3,1
B13683,CHE-VZM,2023-12-08,Rail Welding,01:00,02:44,104.2,Rail Crane,Low,Clear,108.7,4.5,0
B07171,ARA-BXR,2023-12-08,Track Stabilization,01:00,03:16,136.9,Dynamic Track Stabilizer,Low,Clear,130.8,-6.1,0
B02963,BZA-WL,2023-12-09,OHE Maintenance,03:00,05:34,154.8,OHE Maintenance Special,Low,Light Rain,150.7,-4.1,0
B02207,GKP-KLD,2023-12-09,Ballast Renewal,22:00,02:10,250.5,Ballast Regulator,Low,Heavy Rain,298.7,48.1,1
B04606,MLND-NHU,2023-12-09,Signal Maintenance,01:00,02:38,98.9,Tower Wagon,High,Clear,75.1,-23.8,0
B02062,BVI-VAPI,2023-12-09,Track Stabilization,01:00,03:54,174.6,Dynamic Track Stabilizer,Low,Light Rain,194.7,20.1,1
B07484,KMT-WL,2023-12-09,Ballast Renewal,01:00,05:08,248.9,Ballast Regulator,Low,Clear,250.2,1.4,0
B10227,FDB-TKD,2023-12-09,OHE Maintenance,02:00,04:38,158.8,OHE Maintenance Special,Low,Clear,188.3,29.5,1
B14998,GTL-GY,2023-12-09,Ballast Renewal,03:00,06:44,224.4,Ballast Regulator,Low,Clear,209.6,-14.8,0
B10520,KBT-TRL,2023-12-09,Ballast Renewal,03:00,06:33,214.0,Ballast Regulator,Low,Clear,208.5,-5.5,0
B01585,KQU-MDSE,2023-12-09,Points Renewal,00:00,04:38,279.0,Rail Crane,Low,Clear,302.0,23.0,1
B05922,AII-BER,2023-12-09,Ballast Renewal,03:00,07:17,257.2,Ballast Regulator,Low,Clear,254.2,-3.0,0
B05248,BDYP-KLKR,2023-12-09,Track Repair,02:00,05:15,195.4,Tamping Machine,Low,Extreme Heat,220.8,25.4,1
B01809,BPA-SKZR,2023-12-09,Rail Welding,03:00,04:44,104.5,Rail Crane,Low,Clear,85.7,-18.8,0
B04068,JAJ-KIUL,2023-12-09,OHE Maintenance,22:00,00:43,163.5,OHE Maintenance Special,Low,Clear,184.3,20.8,1
B02644,BWN-TIT,2023-12-10,Points Renewal,22:00,01:30,210.9,Rail Crane,Low,Clear,229.9,19.0,1
B07266,AJJ-TRT,2023-12-10,Points Renewal,03:00,06:02,182.7,Rail Crane,Low,Heavy Rain,194.5,11.8,1
B12255,AJJ-TO,2023-12-10,Signal Maintenance,00:00,01:34,94.4,Tower Wagon,Low,Clear,108.2,13.8,1
B01721,PZA-STM,2023-12-10,OHE Maintenance,02:00,04:46,166.6,OHE Maintenance Special,Medium,Fog,214.4,47.9,1
B11793,UMB-YJUD,2023-12-10,Ballast Renewal,02:00,05:34,214.6,Ballast Regulator,Low,Heavy Rain,271.9,57.3,1
B14949,JBP-KTE,2023-12-10,OHE Maintenance,03:00,05:27,147.5,OHE Maintenance Special,Low,Clear,129.9,-17.6,0
B01254,FUT-KOO,2023-12-10,Track Repair,04:00,06:50,170.7,Tamping Machine,Low,Clear,172.0,1.2,0
B07079,KYN-NK,2023-12-11,Track Repair,00:00,03:22,202.9,Tamping Machine,Low,Clear,209.4,6.5,0
B03572,BPL-HBJ,2023-12-11,Points Renewal,22:00,01:04,184.7,Rail Crane,Low,Fog,218.8,34.1,1
B09567,CLA-VVH,2023-12-11,Track Repair,02:00,05:33,213.7,Tamping Machine,High,Fog,214.8,1.0,0
B11355,BY-CSMT,2023-12-11,Ballast Renewal,03:00,05:51,171.4,Ballast Regulator,Low,Light Rain,170.9,-0.5,0
B06724,DPDP-SJPR,2023-12-11,Points Renewal,00:00,03:53,233.9,Rail Crane,Low,Fog,288.7,54.8,1
B03108,ASN-RNG,2023-12-11,Signal Maintenance,02:00,03:41,101.1,Tower Wagon,Low,Fog,119.6,18.5,1
B00101,CLA-MTN,2023-12-11,Track Repair,22:00,01:00,180.8,Tamping Machine,High,Clear,208.4,27.7,1
B10005,BMT-NCHS,2023-12-11,OHE Maintenance,04:00,06:52,172.9,OHE Maintenance Special,Medium,Clear,176.8,3.9,0
B08826,KUR-PURI,2023-12-11,Track Repair,01:00,04:16,196.8,Tamping Machine,Low,Fog,231.1,34.3,1
B02527,DVL-IGP,2023-12-11,Ballast Renewal,23:00,02:29,209.1,Ballast Regulator,Low,Clear,216.9,7.8,0
B01154,CNGR-MVLK,2023-12-11,Signal Maintenance,23:00,00:44,104.3,Tower Wagon,Low,Clear,91.2,-13.1,0
B03817,AWB-J,2023-12-11,Ballast Renewal,00:00,03:26,206.8,Ballast Regulator,Low,Extreme Heat,197.7,-9.1,0
B00217,BZU-GDYA,2023-12-11,Points Renewal,01:00,04:15,195.4,Rail Crane,Low,Fog,198.5,3.2,0
B08687,BLH-DDJ,2023-12-11,Points Renewal,00:00,03:38,218.3,Rail Crane,Medium,Clear,247.6,29.3,1
B03006,DMLE-KJU,2023-12-12,Track Repair,01:00,03:46,166.7,Tamping Machine,Low,Fog,184.3,17.5,1
B00126,KYJ-QLN,2023-12-12,Rail Welding,02:00,03:31,91.4,Rail Crane,Low,Clear,110.7,19.4,1
B05398,DIVA-MBQ,2023-12-12,Ballast Renewal,00:00,04:44,284.9,Ballast Regulator,Medium,Fog,280.9,-4.0,0
B05382,BST-GD,2023-12-12,OHE Maintenance,23:00,01:37,157.3,OHE Maintenance Special,Low,Clear,168.8,11.5,1
B06922,MS-MSC,2023-12-12,Rail Welding,02:00,03:48,108.1,Rail Crane,Medium,Light Rain,89.8,-18.4,0
B06135,ABR-PNU,2023-12-12,Signal Maintenance,23:00,00:26,86.2,Tower Wagon,Low,Clear,106.4,20.2,1
B00144,CLX-OGL,2023-12-12,Ballast Renewal,04:00,07:04,184.0,Ballast Regulator,Low,Clear,225.7,41.7,1
B07413,DUAN-RDU,2023-12-12,Ballast Renewal,01:00,04:53,233.6,Ballast Regulator,Low,Heavy Rain,263.2,29.7,1
B14509,KOK-TNP,2023-12-12,Points Renewal,04:00,08:43,283.3,Rail Crane,Medium,Clear,325.7,42.4,1
B13649,AJJ-KPD,2023-12-12,OHE Maintenance,00:00,02:36,156.0,OHE Maintenance Special,Low,Clear,142.6,-13.4,0
B07511,JPR-KGP,2023-12-12,OHE Maintenance,23:00,01:41,161.6,OHE Maintenance Special,Low,Light Rain,156.5,-5.1,0
B13669,CSMT-DR,2023-12-12,OHE Maintenance,00:00,02:15,135.2,OHE Maintenance Special,Low,Clear,122.5,-12.7,0
B02188,BD-WR,2023-12-12,Rail Welding,22:00,23:27,87.5,Rail Crane,Low,Light Rain,82.0,-5.5,0
B14116,KLVA-TNA,2023-12-12,Signal Maintenance,00:00,01:44,104.6,Tower Wagon,Medium,Clear,111.9,7.3,0
B08799,VPY-WST,2023-12-13,Track Stabilization,01:00,04:07,187.4,Dynamic Track Stabilizer,Low,Heavy Rain,190.0,2.6,0
B05214,MJR-NPKM,2023-12-13,Rail Welding,02:00,03:31,91.9,Rail Crane,Low,Clear,109.1,17.2,1
B13909,AKV-ST,2023-12-13,OHE Maintenance,04:00,06:35,155.6,OHE Maintenance Special,Low,Clear,190.7,35.1,1
B11070,BBS-KUR,2023-12-13,Track Repair,22:00,01:00,180.6,Tamping Machine,Medium,Light Rain,198.0,17.4,1
B03498,GDY-STM,2023-12-13,OHE Maintenance,02:00,04:50,170.3,OHE Maintenance Special,Medium,Clear,166.6,-3.6,0
B12938,GGC-SWM,2023-12-13,Points Renewal,00:00,02:55,175.3,Rail Crane,Low,Fog,203.9,28.6,1
B07493,RPM-WST,2023-12-13,Rail Welding,02:00,03:33,93.4,Rail Crane,Medium,Light Rain,93.2,-0.2,0
B06795,PV-TBM,2023-12-13,Rail Welding,01:00,02:35,95.6,Rail Crane,Low,Clear,106.7,11.1,1
B01214,BIRA-DTK,2023-12-13,Track Stabilization,22:00,00:08,128.7,Dynamic Track Stabilizer,Low,Fog,159.9,31.1,1
B03517,ABB-SEL,2023-12-13,Signal Maintenance,22:00,23:40,100.0,Tower Wagon,Low,Light Rain,98.4,-1.6,0
B05269,KQD-LKPL,2023-12-13,Signal Maintenance,01:00,02:53,113.2,Tower Wagon,Low,Clear,104.9,-8.3,0
B00987,DVG-HRR,2023-12-13,Ballast Renewal,23:00,01:20,140.0,Ballast Regulator,Low,Clear,140.0,-0.0,0
B02054,BHKA-SXC,2023-12-13,Track Stabilization,01:00,04:04,184.8,Dynamic Track Stabilizer,Low,Light Rain,159.8,-25.0,0
B07447,PDA-SLG,2023-12-13,Signal Maintenance,04:00,05:28,89.0,Tower Wagon,Low,Heavy Rain,142.1,53.2,1
B03329,MS-MSB,2023-12-13,Signal Maintenance,02:00,03:35,95.8,Tower Wagon,Low,Fog,70.8,-25.0,0
B00910,GKL-MDN,2023-12-13,Track Repair,04:00,07:43,223.7,Tamping Machine,Low,Extreme Heat,265.4,41.8,1
B13283,AGP-SEP,2023-12-13,Track Stabilization,22:00,00:12,132.9,Dynamic Track Stabilizer,Medium,Fog,171.5,38.6,1
B13878,BARH-MKA,2023-12-13,OHE Maintenance,01:00,03:50,170.5,OHE Maintenance Special,Low,Fog,214.9,44.4,1
B12171,RJT-WKR,2023-12-13,Rail Welding,01:00,02:21,81.7,Rail Crane,Low,Heavy Rain,100.6,18.8,1
B04133,DR-MTN,2023-12-13,Track Repair,00:00,03:14,194.1,Tamping Machine,High,Clear,206.4,12.2,1
B01996,ABB-SEL,2023-12-14,Track Repair,23:00,01:45,165.9,Tamping Machine,Low,Heavy Rain,172.2,6.3,0
B12284,KDV-VSD,2023-12-14,Track Stabilization,00:00,01:47,107.2,Dynamic Track Stabilizer,Low,Clear,111.2,3.9,0
B07914,BOE-KNE,2023-12-14,Ballast Renewal,01:00,04:43,223.2,Ballast Regulator,Low,Clear,203.6,-19.6,0
B03344,FLU-HBE,2023-12-14,Track Repair,00:00,02:42,162.7,Tamping Machine,Low,Clear,168.6,5.9,0
B08004,DURG-RJN,2023-12-14,Points Renewal,22:00,01:30,210.7,Rail Crane,Low,Extreme Heat,233.7,23.0,1
B09956,DMLE-KJU,2023-12-14,Track Stabilization,02:00,04:38,158.4,Dynamic Track Stabilizer,Low,Extreme Heat,158.1,-0.4,0
B03381,AIP-AIPP,2023-12-14,Ballast Renewal,00:00,04:21,261.4,Ballast Regulator,Medium,Clear,267.9,6.5,0
B07057,DI-THK,2023-12-14,Rail Welding,04:00,05:30,90.9,Rail Crane,Medium,Clear,129.1,38.2,1
B04064,MN-TLM,2023-12-14,Ballast Renewal,03:00,06:07,187.6,Ballast Regulator,Medium,Clear,201.6,14.0,1
B09677,FA-MJ,2023-12-14,Signal Maintenance,02:00,03:44,104.3,Tower Wagon,Low,Clear,87.3,-17.0,0
B08508,DTE-GGTA,2023-12-14,Track Repair,03:00,05:47,167.5,Tamping Machine,Low,Light Rain,145.0,-22.6,0
B08894,AK-BD,2023-12-14,Signal Maintenance,22:00,23:50,110.2,Tower Wagon,Low,Clear,142.6,32.5,1
B05960,BAM-KUR,2023-12-14,Points Renewal,23:00,02:01,181.2,Rail Crane,Low,Fog,199.1,17.9,1
B12115,BYT-R,2023-12-14,Points Renewal,02:00,05:24,204.6,Rail Crane,Low,Clear,204.5,-0.1,0
B04984,DKAE-GBRA,2023-12-14,Track Stabilization,22:00,00:59,179.1,Dynamic Track Stabilizer,Low,Heavy Rain,221.1,42.0,1
B06139,CNGR-TRVL,2023-12-14,Track Repair,02:00,05:36,216.3,Tamping Machine,Medium,Clear,249.1,32.8,1
B05575,CNB-ON,2023-12-15,Track Repair,00:00,03:10,190.5,Tamping Machine,Low,Clear,214.8,24.3,1
B14598,HC-PRES,2023-12-15,Track Stabilization,22:00,00:38,158.8,Dynamic Track Stabilizer,Medium,Extreme Heat,179.2,20.4,1
B09920,CGR-MUU,2023-12-15,Track Repair,00:00,03:18,198.3,Tamping Machine,Medium,Clear,216.5,18.2,1
B00665,BBQ-KOK,2023-12-15,Track Repair,01:00,04:22,202.2,Tamping Machine,Low,Heavy Rain,202.6,0.4,0
B03815,ASKR-HB,2023-12-15,Ballast Renewal,01:00,05:34,274.5,Ballast Regulator,Low,Fog,302.0,27.5,1
B04419,BND-VK,2023-12-15,Points Renewal,04:00,07:31,212.0,Rail Crane,High,Clear,244.0,32.1,1
B08412,VSKP-VZM,2023-12-15,Rail Welding,02:00,03:47,107.9,Rail Crane,Medium,Clear,108.8,0.9,0
B13715,DHK-JDP,2023-12-15,Track Repair,00:00,03:08,188.1,Tamping Machine,Medium,Clear,203.2,15.1,1
B12658,CLA-MTN,2023-12-15,Signal Maintenance,02:00,03:36,96.8,Tower Wagon,High,Clear,107.6,10.8,1
B13636,PRES-PRWS,2023-12-15,Track Stabilization,22:00,01:05,185.9,Dynamic Track Stabilizer,Medium,Heavy Rain,199.1,13.2,1
B00642,BAQ-BHS,2023-12-15,Signal Maintenance,00:00,01:27,87.1,Tower Wagon,Low,Fog,122.1,35.0,1
B13628,ALD-CNB,2023-12-15,OHE Maintenance,00:00,02:18,138.4,OHE Maintenance Special,Low,Clear,143.3,4.9,0
B13982,GRWD-TGN,2023-12-15,Track Repair,23:00,02:21,201.1,Tamping Machine,Low,Extreme Heat,205.2,4.1,0
B00237,DEOS-GKP,2023-12-15,OHE Maintenance,02:00,04:03,123.2,OHE Maintenance Special,Low,Extreme Heat,135.4,12.2,1
B00016,ABU-VLK,2023-12-15,Signal Maintenance,01:00,02:32,92.7,Tower Wagon,Low,Clear,103.0,10.3,1
B04701,ABY-SHAD,2023-12-15,Ballast Renewal,22:00,01:08,188.9,Ballast Regulator,Low,Clear,206.9,18.0,1
B03638,CTC-JJKR,2023-12-15,Track Repair,22:00,00:44,164.8,Tamping Machine,Low,Clear,150.9,-13.9,0
B04394,AIP-NPKM,2023-12-15,Track Stabilization,01:00,03:58,178.3,Dynamic Track Stabilizer,Low,Light Rain,188.3,10.0,1
B12140,BPQ-SKZR,2023-12-16,Signal Maintenance,23:00,01:17,137.7,Tower Wagon,Low,Light Rain,172.9,35.2,1
B06710,BRP-KYP,2023-12-16,Rail Welding,02:00,03:42,102.3,Rail Crane,Low,Extreme Heat,164.0,61.7,1
B06617,GFAE-HYG,2023-12-16,Points Renewal,01:00,04:04,184.8,Rail Crane,Low,Clear,179.9,-4.9,0
B11617,DG-TPJ,2023-12-16,Rail Welding,00:00,01:29,89.7,Rail Crane,Low,Clear,89.7,0.1,0
B00638,BCK-SMCK,2023-12-16,Points Renewal,22:00,00:31,151.2,Rail Crane,Low,Fog,154.0,2.8,0
B03620,KYN-LTT,2023-12-16,Points Renewal,03:00,05:20,140.8,Rail Crane,Low,Clear,164.3,23.5,1
B07578,BOP-NPMR,2023-12-16,Signal Maintenance,23:00,00:47,107.5,Tower Wagon,Low,Fog,129.4,21.9,1
B01461,BMT-SJVP,2023-12-16,OHE Maintenance,04:00,06:02,122.5,OHE Maintenance Special,Low,Heavy Rain,158.1,35.5,1
B07480,AJJ-KPD,2023-12-16,Ballast Renewal,03:00,05:18,138.0,Ballast Regulator,Low,Clear,161.5,23.5,1
B14093,ASK-TTR,2023-12-16,Rail Welding,00:00,01:17,77.1,Rail Crane,Low,Clear,66.3,-10.8,0
B02416,ADI-MAN,2023-12-16,Points Renewal,04:00,07:49,229.3,Rail Crane,Low,Heavy Rain,271.8,42.5,1
B06144,JET-SJVP,2023-12-16,Track Repair,01:00,03:58,179.0,Tamping Machine,Low,Clear,181.6,2.6,0
B08105,BH-BRC,2023-12-16,Track Stabilization,04:00,06:53,173.7,Dynamic Track Stabilizer,Medium,Clear,178.8,5.1,0
B02277,DHD-GDA,2023-12-16,Track Stabilization,04:00,06:39,159.1,Dynamic Track Stabilizer,Low,Clear,197.3,38.2,1
B10146,D-NTA,2023-12-16,Signal Maintenance,04:00,05:38,98.8,Tower Wagon,Low,Light Rain,73.8,-25.0,0
B12229,BTT-DEOS,2023-12-17,Ballast Renewal,00:00,03:01,181.0,Ballast Regulator,Low,Clear,167.5,-13.6,0
B14722,DI-THK,2023-12-17,Ballast Renewal,23:00,03:48,288.3,Ballast Regulator,Medium,Clear,320.0,31.7,1
B13861,BLN-DHK,2023-12-17,Rail Welding,04:00,05:20,80.8,Rail Crane,Medium,Clear,133.4,52.6,1
B03297,BSP-R,2023-12-17,Signal Maintenance,04:00,05:37,97.5,Tower Wagon,Low,Extreme Heat,99.5,2.0,0
B07012,GGC-SWM,2023-12-17,Track Stabilization,02:00,04:22,142.4,Dynamic Track Stabilizer,Low,Clear,132.1,-10.2,0
B09730,HWH-LLH,2023-12-17,Track Repair,04:00,07:23,203.4,Tamping Machine,High,Clear,214.2,10.9,1
B02807,HIH-SHBC,2023-12-17,Rail Welding,01:00,02:36,96.7,Rail Crane,Low,Clear,99.3,2.5,0
B08146,CDG-UMB,2023-12-17,OHE Maintenance,01:00,03:37,157.5,OHE Maintenance Special,Low,Fog,190.9,33.4,1
B11607,MLYA-NKL,2023-12-17,OHE Maintenance,00:00,03:26,206.2,OHE Maintenance Special,Low,Clear,233.6,27.4,1
B12626,BZU-GDYA,2023-12-17,Rail Welding,03:00,04:49,109.7,Rail Crane,Low,Clear,117.7,8.0,0
B13153,CGR-MUU,2023-12-17,Points Renewal,22:00,01:20,200.4,Rail Crane,Medium,Clear,195.2,-5.2,0
B07471,ET-HBJ,2023-12-17,OHE Maintenance,22:00,01:00,180.3,OHE Maintenance Special,Low,Light Rain,180.3,0.0,0
B11195,KCG-MXT,2023-12-17,Rail Welding,02:00,03:55,115.1,Rail Crane,Medium,Clear,104.3,-10.8,0
B09162,AKRD-CCH,2023-12-18,Points Renewal,00:00,04:03,243.1,Rail Crane,Low,Clear,261.1,18.0,1
B13934,BEPR-CSMT,2023-12-18,Ballast Renewal,04:00,07:08,188.0,Ballast Regulator,Low,Light Rain,222.1,34.0,1
B09886,ATP-DMM,2023-12-18,Points Renewal,00:00,02:54,174.6,Rail Crane,Low,Clear,155.1,-19.5,0
B14331,PNBE-PNC,2023-12-18,Track Stabilization,22:00,01:03,183.9,Dynamic Track Stabilizer,Low,Clear,223.4,39.5,1
B09857,DBT-HGA,2023-12-18,Points Renewal,22:00,01:25,205.2,Rail Crane,Low,Clear,194.3,-10.9,0
B13746,BMAE-DNHL,2023-12-18,Rail Welding,03:00,04:39,99.7,Rail Crane,Low,Clear,122.6,22.9,1
B13166,HW-RK,2023-12-18,Rail Welding,22:00,23:26,86.4,Rail Crane,Low,Clear,68.2,-18.2,0
B03796,BDC-HYG,2023-12-18,Signal Maintenance,02:00,03:41,101.2,Tower Wagon,Low,Clear,149.3,48.1,1
