section_id,from_station,to_station,hour_of_day,trains_count,traffic_level
BAOL-KPKI,BAOL,KPKI,7,2,LOW
BAOL-KPKI,BAOL,KPKI,9,2,LOW
BAOL-KPKI,BAOL,KPKI,11,1,LOW
BAOL-KPKI,BAOL,KPKI,12,2,LOW
BAOL-KPKI,BAOL,KPKI,14,1,LOW
BAOL-KPKI,BAOL,KPKI,15,1,LOW
BAOL-KPKI,BAOL,KPKI,20,2,LOW
BAOL-KPKI,BAOL,KPKI,21,1,LOW
BAOL-KPKI,BAOL,KPKI,22,1,LOW
BAOL-KPKI,BAOL,KPKI,23,1,LOW
BAP-CIT,BAP,CIT,6,1,LOW
BAP-CIT,BAP,CIT,7,1,LOW
BAP-CIT,BAP,CIT,13,1,LOW
BAP-CIT,BAP,CIT,16,1,LOW
BAP-CIT,BAP,CIT,20,1,LOW
BAP-CIT,BAP,CIT,23,1,LOW
BAP-KPG,BAP,KPG,0,2,LOW
BAP-KPG,BAP,KPG,1,2,LOW
BAP-KPG,BAP,KPG,2,2,LOW
BAP-KPG,BAP,KPG,3,3,MEDIUM
BAP-KPG,BAP,KPG,4,2,LOW
BAP-KPG,BAP,KPG,7,1,LOW
BAP-KPG,BAP,KPG,8,1,LOW
BAP-KPG,BAP,KPG,9,1,LOW
BAP-KPG,BAP,KPG,10,1,LOW
BAP-KPG,BAP,KPG,11,1,LOW
BAP-KPG,BAP,KPG,13,1,LOW
BAP-KPG,BAP,KPG,16,1,LOW
BAP-KPG,BAP,KPG,20,4,MEDIUM
BAP-KPG,BAP,KPG,21,3,MEDIUM
BAP-KPG,BAP,KPG,22,1,LOW
BAP-NPW,BAP,NPW,0,1,LOW
BAP-NPW,BAP,NPW,6,1,LOW
BAP-NPW,BAP,NPW,7,1,LOW
BAP-NPW,BAP,NPW,14,1,LOW
BAP-NPW,BAP,NPW,16,1,LOW
BAP-NPW,BAP,NPW,19,1,LOW
BAP-PB,BAP,PB,0,1,LOW
BAP-PB,BAP,PB,3,1,LOW
BAP-PB,BAP,PB,5,1,LOW
BAP-PB,BAP,PB,9,1,LOW
BAP-PB,BAP,PB,10,1,LOW
BAP-PB,BAP,PB,18,1,LOW
BAP-PB,BAP,PB,22,1,LOW
BAP-RRI,BAP,RRI,8,1,LOW
BAPN-HPO,BAPN,HPO,1,1,LOW
BAPN-HPO,BAPN,HPO,9,1,LOW
BAPN-HPO,BAPN,HPO,10,1,LOW
BAPN-HPO,BAPN,HPO,14,1,LOW
BAPN-HPO,BAPN,HPO,16,1,LOW
BAPN-HPO,BAPN,HPO,22,1,LOW
BAPN-NWC,BAPN,NWC,1,1,LOW
BAPN-NWC,BAPN,NWC,9,1,LOW
BAPN-NWC,BAPN,NWC,10,1,LOW
BAPN-NWC,BAPN,NWC,14,1,LOW
BAPN-NWC,BAPN,NWC,16,1,LOW
BAPN-NWC,BAPN,NWC,22,1,LOW
BAPR-DRO,BAPR,DRO,6,2,LOW
BAPR-DRO,BAPR,DRO,12,1,LOW
BAPR-DRO,BAPR,DRO,13,1,LOW
BAPR-DRO,BAPR,DRO,15,1,LOW
BAPR-DRO,BAPR,DRO,16,1,LOW
BAPR-DRO,BAPR,DRO,18,1,LOW
BAPR-DRO,BAPR,DRO,21,1,LOW
BAPR-RDN,BAPR,RDN,5,1,LOW
BAPR-RDN,BAPR,RDN,6,1,LOW
BAPR-RDN,BAPR,RDN,12,1,LOW
BAPR-RDN,BAPR,RDN,13,1,LOW
BAPR-RDN,BAPR,RDN,15,1,LOW
BAPR-RDN,BAPR,RDN,16,1,LOW
BAPR-RDN,BAPR,RDN,18,1,LOW
BAPR-RDN,BAPR,RDN,21,1,LOW
BAQ-BET,BAQ,BET,1,1,LOW
BAQ-BET,BAQ,BET,2,1,LOW
BAQ-BET,BAQ,BET,10,1,LOW
BAQ-BET,BAQ,BET,18,1,LOW
BAQ-BET,BAQ,BET,19,1,LOW
BAQ-BHS,BAQ,BHS,0,3,MEDIUM
BAQ-BHS,BAQ,BHS,3,2,LOW
BAQ-BHS,BAQ,BHS,4,2,LOW
BAQ-BHS,BAQ,BHS,5,2,LOW
BAQ-BHS,BAQ,BHS,6,2,LOW
BAQ-BHS,BAQ,BHS,7,2,LOW
BAQ-BHS,BAQ,BHS,8,2,LOW
BAQ-BHS,BAQ,BHS,9,2,LOW
BAQ-BHS,BAQ,BHS,10,2,LOW
BAQ-BHS,BAQ,BHS,13,1,LOW
BAQ-BHS,BAQ,BHS,14,1,LOW
BAQ-BHS,BAQ,BHS,15,1,LOW
BAQ-BHS,BAQ,BHS,16,2,LOW
BAQ-BHS,BAQ,BHS,17,3,MEDIUM
BAQ-BHS,BAQ,BHS,18,3,MEDIUM
BAQ-BHS,BAQ,BHS,20,4,MEDIUM
BAQ-BHS,BAQ,BHS,21,2,LOW
BAQ-BHS,BAQ,BHS,22,2,LOW
BAQ-BHS,BAQ,BHS,23,2,LOW
BAQ-BINA,BAQ,BINA,0,2,LOW
BAQ-BINA,BAQ,BINA,1,1,LOW
BAQ-BINA,BAQ,BINA,3,1,LOW
BAQ-BINA,BAQ,BINA,4,2,LOW
BAQ-BINA,BAQ,BINA,5,3,MEDIUM
BAQ-BINA,BAQ,BINA,6,1,LOW
BAQ-BINA,BAQ,BINA,9,1,LOW
BAQ-BINA,BAQ,BINA,10,2,LOW
BAQ-BINA,BAQ,BINA,13,1,LOW
BAQ-BINA,BAQ,BINA,14,1,LOW
BAQ-BINA,BAQ,BINA,15,1,LOW
BAQ-BINA,BAQ,BINA,16,1,LOW
BAQ-BINA,BAQ,BINA,18,3,MEDIUM
BAQ-BINA,BAQ,BINA,20,2,LOW
BAQ-BINA,BAQ,BINA,21,2,LOW
BAQ-BINA,BAQ,BINA,22,3,MEDIUM
BAQ-BINA,BAQ,BINA,23,1,LOW
BAQ-GLG,BAQ,GLG,9,2,LOW
BAQ-GLG,BAQ,GLG,15,1,LOW
BAQ-GLG,BAQ,GLG,16,1,LOW
BAQ-GLG,BAQ,GLG,19,1,LOW
BAQ-KAH,BAQ,KAH,9,1,LOW
BAQ-KAH,BAQ,KAH,15,1,LOW
BAQ-MABA,BAQ,MABA,3,1,LOW
BAQ-MABA,BAQ,MABA,7,3,MEDIUM
BAQ-MABA,BAQ,MABA,8,1,LOW
BAQ-MABA,BAQ,MABA,9,2,LOW
BAQ-MABA,BAQ,MABA,16,2,LOW
BAQ-MABA,BAQ,MABA,17,2,LOW
BAQ-MABA,BAQ,MABA,19,1,LOW
BAQ-MABA,BAQ,MABA,20,1,LOW
BAQ-MABA,BAQ,MABA,23,1,LOW
BAQ-PAI,BAQ,PAI,1,1,LOW
BAQ-PAI,BAQ,PAI,2,1,LOW
BAQ-PAI,BAQ,PAI,10,1,LOW
BAQ-PAI,BAQ,PAI,18,1,LOW
BAR-HP,BAR,HP,6,1,LOW
BAR-HP,BAR,HP,11,1,LOW
BAR-HP,BAR,HP,13,1,LOW
BAR-HP,BAR,HP,20,1,LOW
BAR-SEU,BAR,SEU,6,1,LOW
BAR-SEU,BAR,SEU,11,1,LOW
BAR-SEU,BAR,SEU,13,1,LOW
BAR-SEU,BAR,SEU,20,1,LOW
BARA-BCW,BARA,BCW,5,1,LOW
BARA-BCW,BARA,BCW,20,1,LOW
BARD-BEHR,BARD,BEHR,2,1,LOW
BARD-BEHR,BARD,BEHR,12,1,LOW
BARD-BEHR,BARD,BEHR,13,1,LOW
BARD-BEHR,BARD,BEHR,23,1,LOW
BARD-KNC,BARD,KNC,0,1,LOW
BARD-KNC,BARD,KNC,2,1,LOW
BARD-KNC,BARD,KNC,12,1,LOW
BARD-KNC,BARD,KNC,13,1,LOW
BARH-BKP,BARH,BKP,0,3,MEDIUM
BARH-BKP,BARH,BKP,1,2,LOW
BARH-BKP,BARH,BKP,2,2,LOW
BARH-BKP,BARH,BKP,3,3,MEDIUM
BARH-BKP,BARH,BKP,4,1,LOW
BARH-BKP,BARH,BKP,5,1,LOW
BARH-BKP,BARH,BKP,7,3,MEDIUM
BARH-BKP,BARH,BKP,8,2,LOW
BARH-BKP,BARH,BKP,9,3,MEDIUM
BARH-BKP,BARH,BKP,11,2,LOW
BARH-BKP,BARH,BKP,12,2,LOW
BARH-BKP,BARH,BKP,13,3,MEDIUM
BARH-BKP,BARH,BKP,14,1,LOW
BARH-BKP,BARH,BKP,15,3,MEDIUM
BARH-BKP,BARH,BKP,17,3,MEDIUM
BARH-BKP,BARH,BKP,19,1,LOW
BARH-BKP,BARH,BKP,21,2,LOW
BARH-BKP,BARH,BKP,22,2,LOW
BARH-BKP,BARH,BKP,23,1,LOW
BARH-MKA,BARH,MKA,0,3,MEDIUM
BARH-MKA,BARH,MKA,1,2,LOW
BARH-MKA,BARH,MKA,2,2,LOW
BARH-MKA,BARH,MKA,3,3,MEDIUM
BARH-MKA,BARH,MKA,4,2,LOW
BARH-MKA,BARH,MKA,5,1,LOW
BARH-MKA,BARH,MKA,6,1,LOW
BARH-MKA,BARH,MKA,7,2,LOW
BARH-MKA,BARH,MKA,8,2,LOW
BARH-MKA,BARH,MKA,9,2,LOW
BARH-MKA,BARH,MKA,10,2,LOW
BARH-MKA,BARH,MKA,11,2,LOW
BARH-MKA,BARH,MKA,13,3,MEDIUM
BARH-MKA,BARH,MKA,14,2,LOW
BARH-MKA,BARH,MKA,15,2,LOW
BARH-MKA,BARH,MKA,17,1,LOW
BARH-MKA,BARH,MKA,19,2,LOW
BARH-MKA,BARH,MKA,21,1,LOW
BARH-MKA,BARH,MKA,22,4,MEDIUM
BARH-MKA,BARH,MKA,23,1,LOW
BARH-PHK,BARH,PHK,3,1,LOW
BARH-PHK,BARH,PHK,6,3,MEDIUM
BARH-PHK,BARH,PHK,7,2,LOW
BARH-PHK,BARH,PHK,8,2,LOW
BARH-PHK,BARH,PHK,9,3,MEDIUM
BARH-PHK,BARH,PHK,10,3,MEDIUM
BARH-PHK,BARH,PHK,11,2,LOW
BARH-PHK,BARH,PHK,12,1,LOW
BARH-PHK,BARH,PHK,15,2,LOW
BARH-PHK,BARH,PHK,16,2,LOW
BARH-PHK,BARH,PHK,17,5,MEDIUM
BARH-PHK,BARH,PHK,18,3,MEDIUM
BARH-PHK,BARH,PHK,20,1,LOW
BARH-PHK,BARH,PHK,21,1,LOW
BARH-PHK,BARH,PHK,22,1,LOW
BARI-MHF,BARI,MHF,5,1,LOW
BARI-MHF,BARI,MHF,8,1,LOW
BARI-MHF,BARI,MHF,11,1,LOW
BARI-MHF,BARI,MHF,14,2,LOW
BARI-MHF,BARI,MHF,17,1,LOW
BARI-SRTE,BARI,SRTE,4,1,LOW
BARI-SRTE,BARI,SRTE,8,1,LOW
BARI-SRTE,BARI,SRTE,11,1,LOW
BARI-SRTE,BARI,SRTE,18,1,LOW
BARJ-GANL,BARJ,GANL,6,1,LOW
BARJ-GANL,BARJ,GANL,8,1,LOW
BARJ-GANL,BARJ,GANL,9,1,LOW
BARJ-GANL,BARJ,GANL,10,1,LOW
BARJ-GANL,BARJ,GANL,11,1,LOW
BARJ-GANL,BARJ,GANL,12,1,LOW
BARJ-GANL,BARJ,GANL,14,2,LOW
BARJ-GANL,BARJ,GANL,15,1,LOW
BARJ-GANL,BARJ,GANL,17,2,LOW
BARJ-GANL,BARJ,GANL,21,1,LOW
BARJ-KART,BARJ,KART,6,1,LOW
BARJ-KART,BARJ,KART,8,1,LOW
BARJ-KART,BARJ,KART,9,1,LOW
BARJ-KART,BARJ,KART,10,1,LOW
BARJ-KART,BARJ,KART,11,1,LOW
BARJ-KART,BARJ,KART,12,1,LOW
BARJ-KART,BARJ,KART,14,2,LOW
BARJ-KART,BARJ,KART,15,1,LOW
BARJ-KART,BARJ,KART,17,2,LOW
BARJ-KART,BARJ,KART,21,1,LOW
BARL-BSC,BARL,BSC,5,1,LOW
BARL-BSC,BARL,BSC,6,1,LOW
BARL-BSC,BARL,BSC,8,1,LOW
BARL-BSC,BARL,BSC,12,1,LOW
BARL-BSC,BARL,BSC,13,1,LOW
BARL-BSC,BARL,BSC,18,1,LOW
BARL-BSC,BARL,BSC,19,1,LOW
BARL-BSC,BARL,BSC,20,1,LOW
BARL-BSC,BARL,BSC,21,1,LOW
BARL-CHWT,BARL,CHWT,5,1,LOW
BARL-CHWT,BARL,CHWT,6,1,LOW
BARL-CHWT,BARL,CHWT,8,1,LOW
BARL-CHWT,BARL,CHWT,12,1,LOW
BARL-CHWT,BARL,CHWT,14,1,LOW
BARL-CHWT,BARL,CHWT,18,1,LOW
BARL-CHWT,BARL,CHWT,19,1,LOW
BARL-CHWT,BARL,CHWT,21,1,LOW
BARL-HPU,BARL,HPU,19,1,LOW
BARN-DAKE,BARN,DAKE,4,1,LOW
BARN-DAKE,BARN,DAKE,5,2,LOW
BARN-DAKE,BARN,DAKE,6,4,MEDIUM
BARN-DAKE,BARN,DAKE,7,3,MEDIUM
BARN-DAKE,BARN,DAKE,8,3,MEDIUM
BARN-DAKE,BARN,DAKE,9,2,LOW
BARN-DAKE,BARN,DAKE,10,3,MEDIUM
BARN-DAKE,BARN,DAKE,11,3,MEDIUM
BARN-DAKE,BARN,DAKE,12,2,LOW
BARN-DAKE,BARN,DAKE,13,2,LOW
BARN-DAKE,BARN,DAKE,14,2,LOW
BARN-DAKE,BARN,DAKE,15,2,LOW
BARN-DAKE,BARN,DAKE,16,2,LOW
BARN-DAKE,BARN,DAKE,17,3,MEDIUM
BARN-DAKE,BARN,DAKE,18,3,MEDIUM
BARN-DAKE,BARN,DAKE,19,2,LOW
BARN-DAKE,BARN,DAKE,20,2,LOW
BARN-DAKE,BARN,DAKE,21,1,LOW
BARN-DAKE,BARN,DAKE,22,2,LOW
BARN-DAKE,BARN,DAKE,23,2,LOW
BARN-DDJ,BARN,DDJ,0,1,LOW
BARN-DDJ,BARN,DDJ,4,1,LOW
BARN-DDJ,BARN,DDJ,5,3,MEDIUM
BARN-DDJ,BARN,DDJ,6,4,MEDIUM
BARN-DDJ,BARN,DDJ,7,2,LOW
BARN-DDJ,BARN,DDJ,8,2,LOW
BARN-DDJ,BARN,DDJ,9,3,MEDIUM
BARN-DDJ,BARN,DDJ,10,3,MEDIUM
BARN-DDJ,BARN,DDJ,11,3,MEDIUM
BARN-DDJ,BARN,DDJ,12,2,LOW
BARN-DDJ,BARN,DDJ,13,2,LOW
BARN-DDJ,BARN,DDJ,14,2,LOW
BARN-DDJ,BARN,DDJ,15,2,LOW
BARN-DDJ,BARN,DDJ,16,2,LOW
BARN-DDJ,BARN,DDJ,17,3,MEDIUM
BARN-DDJ,BARN,DDJ,18,3,MEDIUM
BARN-DDJ,BARN,DDJ,19,2,LOW
BARN-DDJ,BARN,DDJ,20,2,LOW
BARN-DDJ,BARN,DDJ,21,1,LOW
BARN-DDJ,BARN,DDJ,22,2,LOW
BARN-DDJ,BARN,DDJ,23,1,LOW
BARU-DBT,BARU,DBT,0,1,LOW
BARU-DBT,BARU,DBT,3,2,LOW
BARU-DBT,BARU,DBT,4,1,LOW
BARU-DBT,BARU,DBT,5,4,MEDIUM
BARU-DBT,BARU,DBT,6,4,MEDIUM
BARU-DBT,BARU,DBT,7,2,LOW
BARU-DBT,BARU,DBT,8,4,MEDIUM
BARU-DBT,BARU,DBT,9,2,LOW
BARU-DBT,BARU,DBT,10,2,LOW
BARU-DBT,BARU,DBT,11,2,LOW
BARU-DBT,BARU,DBT,12,2,LOW
BARU-DBT,BARU,DBT,13,2,LOW
BARU-DBT,BARU,DBT,14,3,MEDIUM
BARU-DBT,BARU,DBT,15,2,LOW
BARU-DBT,BARU,DBT,16,3,MEDIUM
BARU-DBT,BARU,DBT,17,3,MEDIUM
BARU-DBT,BARU,DBT,18,4,MEDIUM
BARU-DBT,BARU,DBT,19,2,LOW
BARU-DBT,BARU,DBT,20,3,MEDIUM
BARU-DBT,BARU,DBT,21,2,LOW
BARU-DBT,BARU,DBT,22,5,MEDIUM
BARU-DBT,BARU,DBT,23,1,LOW
BARU-JNM,BARU,JNM,0,1,LOW
BARU-JNM,BARU,JNM,3,2,LOW
BARU-JNM,BARU,JNM,4,2,LOW
BARU-JNM,BARU,JNM,5,4,MEDIUM
BARU-JNM,BARU,JNM,6,2,LOW
BARU-JNM,BARU,JNM,7,3,MEDIUM
BARU-JNM,BARU,JNM,8,4,MEDIUM
BARU-JNM,BARU,JNM,9,2,LOW
BARU-JNM,BARU,JNM,10,2,LOW
BARU-JNM,BARU,JNM,11,2,LOW
BARU-JNM,BARU,JNM,12,2,LOW
BARU-JNM,BARU,JNM,13,1,LOW
BARU-JNM,BARU,JNM,14,4,MEDIUM
BARU-JNM,BARU,JNM,15,2,LOW
BARU-JNM,BARU,JNM,16,2,LOW
BARU-JNM,BARU,JNM,17,4,MEDIUM
BARU-JNM,BARU,JNM,18,4,MEDIUM
BARU-JNM,BARU,JNM,19,2,LOW
BARU-JNM,BARU,JNM,20,3,MEDIUM
BARU-JNM,BARU,JNM,21,3,MEDIUM
BARU-JNM,BARU,JNM,22,4,MEDIUM
BARU-JNM,BARU,JNM,23,1,LOW
BASN-GHNA,BASN,GHNA,4,1,LOW
BASN-GHNA,BASN,GHNA,8,1,LOW
BASN-GHNA,BASN,GHNA,10,1,LOW
BASN-GHNA,BASN,GHNA,13,1,LOW
BASN-GHNA,BASN,GHNA,18,1,LOW
BASN-GHNA,BASN,GHNA,19,1,LOW
BASN-RKX,BASN,RKX,4,1,LOW
BASN-RKX,BASN,RKX,8,1,LOW
BASN-RKX,BASN,RKX,10,1,LOW
BASN-RKX,BASN,RKX,13,1,LOW
BASN-RKX,BASN,RKX,18,1,LOW
BASN-RKX,BASN,RKX,19,1,LOW
BASR-BDRI,BASR,BDRI,7,1,LOW
BASR-BDRI,BASR,BDRI,18,1,LOW
BASR-HAB,BASR,HAB,7,1,LOW
BASR-HAB,BASR,HAB,18,1,LOW
BAT-BATM,BAT,BATM,5,1,LOW
BAT-BATM,BAT,BATM,6,1,LOW
BAT-BATM,BAT,BATM,7,1,LOW
BAT-BATM,BAT,BATM,9,1,LOW
BAT-BATM,BAT,BATM,13,2,LOW
BAT-BATM,BAT,BATM,15,1,LOW
BAT-BATM,BAT,BATM,18,1,LOW
BAT-BATM,BAT,BATM,19,1,LOW
BAT-CHN,BAT,CHN,5,1,LOW
BAT-CHN,BAT,CHN,20,1,LOW
BAT-CHN,BAT,CHN,21,1,LOW
BAT-DHW,BAT,DHW,0,1,LOW
BAT-DHW,BAT,DHW,2,1,LOW
BAT-DHW,BAT,DHW,7,1,LOW
BAT-DHW,BAT,DHW,9,1,LOW
BAT-DHW,BAT,DHW,10,1,LOW
BAT-DHW,BAT,DHW,15,1,LOW
BAT-DHW,BAT,DHW,16,1,LOW
BAT-DHW,BAT,DHW,17,1,LOW
BAT-GSP,BAT,GSP,8,1,LOW
BAT-GSP,BAT,GSP,16,1,LOW
BAT-JNT,BAT,JNT,5,1,LOW
BAT-JNT,BAT,JNT,6,1,LOW
BAT-JNT,BAT,JNT,7,2,LOW
BAT-JNT,BAT,JNT,10,1,LOW
BAT-JNT,BAT,JNT,12,1,LOW
BAT-JNT,BAT,JNT,13,2,LOW
BAT-JNT,BAT,JNT,15,1,LOW
BAT-JNT,BAT,JNT,17,1,LOW
BAT-JNT,BAT,JNT,18,1,LOW
BAT-JNT,BAT,JNT,19,1,LOW
BAT-JNT,BAT,JNT,20,1,LOW
BAT-JNT,BAT,JNT,21,1,LOW
BAT-QDN,BAT,QDN,14,1,LOW
BAT-QDN,BAT,QDN,15,1,LOW
BAT-VKA,BAT,VKA,1,2,LOW
BAT-VKA,BAT,VKA,9,1,LOW
BAT-VKA,BAT,VKA,15,1,LOW
BATL-BJRI,BATL,BJRI,1,1,LOW
BATL-BJRI,BATL,BJRI,3,1,LOW
BATL-BJRI,BATL,BJRI,4,3,MEDIUM
BATL-BJRI,BATL,BJRI,7,1,LOW
BATL-BJRI,BATL,BJRI,10,1,LOW
BATL-BJRI,BATL,BJRI,11,3,MEDIUM
BATL-BJRI,BATL,BJRI,15,1,LOW
BATL-BJRI,BATL,BJRI,16,1,LOW
BATL-BJRI,BATL,BJRI,17,2,LOW
BATL-BJRI,BATL,BJRI,18,1,LOW
BATL-BJRI,BATL,BJRI,19,1,LOW
BATL-BJRI,BATL,BJRI,22,2,LOW
BATL-KTMA,BATL,KTMA,1,1,LOW
BATL-KTMA,BATL,KTMA,2,1,LOW
BATL-KTMA,BATL,KTMA,3,1,LOW
BATL-KTMA,BATL,KTMA,4,2,LOW
BATL-KTMA,BATL,KTMA,8,1,LOW
BATL-KTMA,BATL,KTMA,10,1,LOW
BATL-KTMA,BATL,KTMA,11,3,MEDIUM
BATL-KTMA,BATL,KTMA,15,1,LOW
BATL-KTMA,BATL,KTMA,16,1,LOW
BATL-KTMA,BATL,KTMA,17,2,LOW
BATL-KTMA,BATL,KTMA,18,1,LOW
BATL-KTMA,BATL,KTMA,19,1,LOW
BATL-KTMA,BATL,KTMA,21,1,LOW
BATL-KTMA,BATL,KTMA,22,1,LOW
BATM-CHN,BATM,CHN,5,1,LOW
BATM-CHN,BATM,CHN,6,1,LOW
BATM-CHN,BATM,CHN,7,1,LOW
BATM-CHN,BATM,CHN,9,1,LOW
BATM-CHN,BATM,CHN,13,2,LOW
BATM-CHN,BATM,CHN,16,1,LOW
BATM-CHN,BATM,CHN,18,1,LOW
BATM-CHN,BATM,CHN,19,1,LOW
BAU-BSL,BAU,BSL,1,1,LOW
BAU-BSL,BAU,BSL,2,3,MEDIUM
BAU-BSL,BAU,BSL,4,3,MEDIUM
BAU-BSL,BAU,BSL,5,3,MEDIUM
BAU-BSL,BAU,BSL,6,1,LOW
BAU-BSL,BAU,BSL,7,1,LOW
BAU-BSL,BAU,BSL,11,5,MEDIUM
BAU-BSL,BAU,BSL,12,3,MEDIUM
BAU-BSL,BAU,BSL,14,5,MEDIUM
BAU-BSL,BAU,BSL,16,1,LOW
BAU-BSL,BAU,BSL,17,2,LOW
BAU-BSL,BAU,BSL,18,2,LOW
BAU-BSL,BAU,BSL,19,1,LOW
BAU-BSL,BAU,BSL,20,1,LOW
BAU-BSL,BAU,BSL,22,1,LOW
BAU-BSL,BAU,BSL,23,1,LOW
BAU-KNW,BAU,KNW,0,1,LOW
BAU-KNW,BAU,KNW,2,1,LOW
BAU-KNW,BAU,KNW,3,2,LOW
BAU-KNW,BAU,KNW,4,1,LOW
BAU-KNW,BAU,KNW,5,1,LOW
BAU-KNW,BAU,KNW,6,1,LOW
BAU-KNW,BAU,KNW,7,1,LOW
BAU-KNW,BAU,KNW,9,1,LOW
BAU-KNW,BAU,KNW,10,4,MEDIUM
BAU-KNW,BAU,KNW,11,4,MEDIUM
BAU-KNW,BAU,KNW,12,1,LOW
BAU-KNW,BAU,KNW,13,1,LOW
BAU-KNW,BAU,KNW,15,4,MEDIUM
BAU-KNW,BAU,KNW,16,1,LOW
BAU-KNW,BAU,KNW,17,2,LOW
BAU-KNW,BAU,KNW,18,1,LOW
BAU-KNW,BAU,KNW,19,2,LOW
BAU-KNW,BAU,KNW,20,1,LOW
BAU-KNW,BAU,KNW,21,1,LOW
BAU-KNW,BAU,KNW,23,1,LOW
BAU-MKU,BAU,MKU,5,1,LOW
BAU-MKU,BAU,MKU,12,1,LOW
BAU-NPNR,BAU,NPNR,1,2,LOW
BAU-NPNR,BAU,NPNR,4,1,LOW
BAU-NPNR,BAU,NPNR,5,1,LOW
BAU-NPNR,BAU,NPNR,6,3,MEDIUM
BAU-NPNR,BAU,NPNR,7,1,LOW
BAU-NPNR,BAU,NPNR,8,2,LOW
BAU-NPNR,BAU,NPNR,13,1,LOW
BAU-NPNR,BAU,NPNR,14,1,LOW
BAU-NPNR,BAU,NPNR,16,1,LOW
BAU-NPNR,BAU,NPNR,17,2,LOW
BAU-NPNR,BAU,NPNR,20,1,LOW
BAU-RV,BAU,RV,1,1,LOW
BAU-RV,BAU,RV,6,2,LOW
BAU-RV,BAU,RV,7,1,LOW
BAU-RV,BAU,RV,9,1,LOW
BAU-RV,BAU,RV,10,1,LOW
BAU-RV,BAU,RV,13,1,LOW
BAU-RV,BAU,RV,14,1,LOW
BAU-RV,BAU,RV,16,1,LOW
BAU-RV,BAU,RV,17,1,LOW
BAU-RV,BAU,RV,18,1,LOW
BAU-RV,BAU,RV,20,1,LOW
BAU-WGA,BAU,WGA,6,1,LOW
BAU-WGA,BAU,WGA,10,1,LOW
BAU-WGA,BAU,WGA,14,1,LOW
BAU-WGA,BAU,WGA,21,1,LOW
BAV-MMS,BAV,MMS,4,1,LOW
BAV-MMS,BAV,MMS,6,1,LOW
BAV-MMS,BAV,MMS,10,1,LOW
BAV-MMS,BAV,MMS,13,1,LOW
BAV-MMS,BAV,MMS,21,1,LOW
BAV-MMS,BAV,MMS,22,1,LOW
BAV-MMS,BAV,MMS,23,1,LOW
BAV-SPT,BAV,SPT,4,1,LOW
BAV-SPT,BAV,SPT,6,1,LOW
BAV-SPT,BAV,SPT,10,1,LOW
BAV-SPT,BAV,SPT,13,1,LOW
BAV-SPT,BAV,SPT,21,1,LOW
BAV-SPT,BAV,SPT,22,1,LOW
BAV-SPT,BAV,SPT,23,1,LOW
BAW-DBL,BAW,DBL,3,1,LOW
BAW-DBL,BAW,DBL,5,1,LOW
BAW-DBL,BAW,DBL,6,1,LOW
BAW-DBL,BAW,DBL,8,1,LOW
BAW-DBL,BAW,DBL,19,1,LOW
BAW-DBL,BAW,DBL,22,1,LOW
BAW-GHL,BAW,GHL,8,1,LOW
BAW-GHL,BAW,GHL,12,1,LOW
BAW-GHL,BAW,GHL,15,1,LOW
BAW-GHL,BAW,GHL,20,1,LOW
BAW-NMGA,BAW,NMGA,7,2,LOW
BAW-NMGA,BAW,NMGA,8,1,LOW
BAW-NMGA,BAW,NMGA,18,1,LOW
BAW-NMGA,BAW,NMGA,19,2,LOW
BAW-SDVL,BAW,SDVL,8,2,LOW
BAW-SDVL,BAW,SDVL,9,2,LOW
BAW-SDVL,BAW,SDVL,12,2,LOW
BAW-SDVL,BAW,SDVL,14,2,LOW
BAW-SDVL,BAW,SDVL,16,1,LOW
BAW-SDVL,BAW,SDVL,17,1,LOW
BAW-SDVL,BAW,SDVL,18,1,LOW
BAW-SDVL,BAW,SDVL,19,1,LOW
BAW-TK,BAW,TK,10,1,LOW
BAW-TK,BAW,TK,16,1,LOW
BAW-YPR,BAW,YPR,4,1,LOW
BAW-YPR,BAW,YPR,5,1,LOW
BAW-YPR,BAW,YPR,6,1,LOW
BAW-YPR,BAW,YPR,7,2,LOW
BAW-YPR,BAW,YPR,8,2,LOW
BAW-YPR,BAW,YPR,9,4,MEDIUM
BAW-YPR,BAW,YPR,10,1,LOW
BAW-YPR,BAW,YPR,12,3,MEDIUM
BAW-YPR,BAW,YPR,14,2,LOW
BAW-YPR,BAW,YPR,15,1,LOW
BAW-YPR,BAW,YPR,16,1,LOW
BAW-YPR,BAW,YPR,17,2,LOW
BAW-YPR,BAW,YPR,18,2,LOW
BAW-YPR,BAW,YPR,19,1,LOW
BAW-YPR,BAW,YPR,20,3,MEDIUM
BAW-YPR,BAW,YPR,22,1,LOW
BAW-YPRA,BAW,YPRA,8,1,LOW
BAW-YPRA,BAW,YPRA,20,1,LOW
BAWA-BISH,BAWA,BISH,9,2,LOW
BAWA-BISH,BAWA,BISH,18,1,LOW
BAWA-BISH,BAWA,BISH,19,1,LOW
BAWA-MKSR,BAWA,MKSR,9,2,LOW
BAWA-MKSR,BAWA,MKSR,18,1,LOW
BAWA-MKSR,BAWA,MKSR,19,1,LOW
BAY-BYC,BAY,BYC,9,1,LOW
BAY-BYC,BAY,BYC,13,1,LOW
BAY-BYC,BAY,BYC,14,1,LOW
BAY-BYC,BAY,BYC,16,1,LOW
